,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,github_release_downloads,new_addition,updated_github_id,gitlab_id,gitlab_url
55,django-storages,jschneier/django-storages,django-storages,[],storage,https://github.com/jschneier/django-storages,https://github.com/jschneier/django-storages,BSD-3-Clause,2014-12-09 00:37:09,2023-08-14 09:25:07,2023-08-02 15:37:05,1047.0,4.0,774.0,43.0,636.0,171.0,466.0,2470,,,,https://django-storages.readthedocs.io/.,,,248.0,https://pypi.org/project/django-storages,2294924.0,2294924.0,25,True,1,,,,,,
56,django-celery-beat,celery/django-celery-beat,django-celery-beat,[],task-queues,https://github.com/celery/django-celery-beat,https://github.com/celery/django-celery-beat,,2016-08-03 22:34:19,2023-08-17 03:54:20,2023-08-09 15:55:51,357.0,8.0,377.0,46.0,255.0,74.0,299.0,1396,2023-03-14 10:02:48,2.5.0,14.0,Celery Periodic Tasks backed by the Django ORM.,,,110.0,https://pypi.org/project/django-celery-beat,1072005.0,1072005.0,25,True,3,,,,,,
57,pytest-django,pytest-dev/pytest-django,pytest-django,[],testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,,2011-09-29 19:35:55,2023-08-01 20:20:32,2023-04-05 08:15:33,1205.0,,313.0,39.0,564.0,147.0,361.0,1215,2021-12-07 14:56:42,4.5.2,19.0,A Django plugin for pytest.,,,138.0,https://pypi.org/project/pytest-django,2392574.0,2392574.0,25,True,3,,,,,,
58,django-baton,otto-torino/django-baton,django-baton,[],admin-interface,https://github.com/otto-torino/django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2023-08-11 09:51:59,2023-08-11 09:45:30,865.0,26.0,82.0,15.0,89.0,6.0,162.0,758,2023-08-11 09:48:33,2.8.0,42.0,"A cool, modern and responsive django admin application based on bootstrap 5 - https://otto-torino.github.io/tag/baton/.",304.0,304.0,15.0,https://pypi.org/project/django-baton,5835.0,5835.0,25,True,3,,,True,,,
59,django-seed,brobin/django-seed,django-seed,[],example-data,https://github.com/Brobin/django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2022-01-23 10:27:21,2021-10-08 16:42:39,189.0,,74.0,11.0,60.0,14.0,42.0,642,2021-10-08 16:29:50,0.3.1,13.0,Seed your Django database with fake data.,3879.0,3879.0,23.0,https://pypi.org/project/django-seed,29904.0,29904.0,25,True,1,,,,,,
60,django-multitenant,citusdata/django-multitenant,django-multitenant,[],multiple-tenants,https://github.com/citusdata/django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2023-08-02 02:15:12,2023-07-11 12:20:22,288.0,8.0,95.0,44.0,114.0,26.0,55.0,623,2023-04-10 09:39:59,3.2.1,14.0,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,51.0,51.0,23.0,https://pypi.org/project/django-multitenant,19100.0,19100.0,25,True,3,,,,,,
61,django-otp,django-otp/django-otp,django-otp,[],authentication-authorization,https://github.com/django-otp/django-otp,https://github.com/django-otp/django-otp,Unlicense,2019-08-22 17:57:17,2023-08-15 20:17:36,2023-07-07 18:18:14,256.0,7.0,83.0,12.0,59.0,10.0,58.0,434,,,,A pluggable framework for adding two-factor authentication to Django using one-time passwords.,2217.0,2217.0,43.0,https://pypi.org/project/django-otp,485551.0,485551.0,25,True,3,,,True,,,
62,django-cas-ng,django-cas-ng/django-cas-ng,django-cas-ng,[],authentication-authorization,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34,2023-08-07 02:43:45,2023-06-27 18:23:37,640.0,2.0,159.0,18.0,183.0,,149.0,356,2022-01-09 02:06:44,4.3.0,26.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",462.0,462.0,83.0,https://pypi.org/project/django-cas-ng,15794.0,15798.0,25,True,3,,537.0,,,,
63,django-auth-adfs,snok/django-auth-adfs,django-auth-adfs,[],authentication-authorization,https://github.com/snok/django-auth-adfs,https://github.com/snok/django-auth-adfs,BSD-2-Clause,2016-02-10 08:15:03,2023-08-02 02:19:03,2023-07-15 05:32:20,480.0,6.0,85.0,17.0,120.0,17.0,159.0,236,2023-06-05 18:40:58,1.11.6,31.0,A Django authentication backend for Microsoft ADFS and AzureAD.,100.0,100.0,44.0,https://pypi.org/project/django-auth-adfs,32581.0,32581.0,25,True,3,,,,,,
64,shuup,shuup/shuup,shuup,[],ecommerce-framework,https://github.com/shuup/shuup,https://github.com/shuup/shuup,,2015-06-03 12:53:21,2022-12-08 08:17:15,2021-08-18 22:32:03,7104.0,,1008.0,119.0,2190.0,144.0,291.0,2079,2021-08-17 18:55:57,2.14.3,100.0,E-Commerce Platform.,128.0,128.0,67.0,https://pypi.org/project/shuup,1236.0,1248.0,24,True,3,,581.0,,,,
65,eventsourcing,pyeventsourcing/eventsourcing,eventsourcing,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing,https://github.com/pyeventsourcing/eventsourcing,BSD-3-Clause,2015-08-25 13:35:28,2023-07-31 22:37:59,2023-05-19 17:17:41,4693.0,,126.0,34.0,179.0,2.0,79.0,1287,,,,A library for event sourcing in Python.,138.0,138.0,23.0,https://pypi.org/project/eventsourcing,10745.0,10745.0,24,True,1,,,,,,
66,django-tailwind,timonweb/django-tailwind,django-tailwind,[],mvt-css-framework-integration,https://github.com/timonweb/django-tailwind,https://github.com/timonweb/django-tailwind,MIT,2019-04-11 19:49:28,2023-08-07 04:20:53,2023-06-22 20:06:50,276.0,16.0,82.0,15.0,47.0,8.0,127.0,1122,,,,Django + Tailwind CSS =.,2308.0,2308.0,18.0,https://pypi.org/project/django-tailwind,38771.0,38771.0,24,True,3,,,,,,
67,django-admin-tools,django-admin-tools/django-admin-tools,django-admin-tools,[],admin-interface,https://github.com/django-admin-tools/django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,6.0,110.0,24.0,49.0,17.0,61.0,771,,,,Extends the Django Admin to include a extensible dashboard and navigation menu.,1375.0,1375.0,82.0,https://pypi.org/project/django-admin-tools,40085.0,40085.0,24,True,3,,,,,,
68,django-address,furious-luke/django-address,django-address,[],fields-addresses,https://github.com/furious-luke/django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-04-21 21:38:54,2022-05-05 01:23:36,216.0,,154.0,19.0,67.0,41.0,84.0,409,2022-05-06 20:00:17,0.2.8,7.0,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,366.0,366.0,22.0,https://pypi.org/project/django-address,14742.0,14742.0,24,True,1,,,,,,
69,django-fsm-log,jazzband/django-fsm-log,django-fsm-log,[],finite-state-machine,https://github.com/jazzband/django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2023-08-14 20:16:13,2023-04-26 07:27:58,353.0,,68.0,10.0,139.0,11.0,34.0,224,2023-03-23 15:57:13,3.1.1,11.0,Automatic logging for Django FSM.,129.0,129.0,26.0,https://pypi.org/project/django-fsm-log,37385.0,37385.0,24,True,2,,,,,,
70,django-easy-audit,soynatan/django-easy-audit,django-easy-audit,[],fields-versioning,https://github.com/soynatan/django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2023-07-26 18:46:33,2023-06-13 14:37:11,272.0,3.0,146.0,15.0,128.0,60.0,70.0,577,2023-06-13 14:40:10,1.3.5,50.0,"Yet another Django audit log app, hopefully the simplest one.",189.0,189.0,45.0,https://pypi.org/project/django-easy-audit,39710.0,39710.0,23,True,3,,,,,,
71,django-extra-settings,fabiocaccamo/django-extra-settings,django-extra-settings,[],configuration,https://github.com/fabiocaccamo/django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2023-08-18 09:55:18,2023-07-18 08:33:43,262.0,17.0,24.0,5.0,77.0,1.0,23.0,374,2023-07-03 23:43:57,0.10.0,20.0,config and manage typed extra settings using just the django admin.,52.0,52.0,12.0,https://pypi.org/project/django-extra-settings,6983.0,6983.0,23,True,3,,,,,,
72,django-minio-storage,py-pa/django-minio-storage,django-minio-storage,[],storage,https://github.com/py-pa/django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2023-07-13 11:17:12,2023-07-13 11:17:09,224.0,7.0,46.0,7.0,54.0,9.0,70.0,129,2023-06-08 16:29:47,0.5.6,7.0,A django storage driver for minio.,204.0,204.0,16.0,https://pypi.org/project/django-minio-storage,21814.0,21814.0,23,True,3,,,,,,
73,viewflow,viewflow/viewflow,viewflow,[],finite-state-machine,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2023-08-17 04:27:17,2023-08-17 04:27:15,123.0,15.0,374.0,104.0,94.0,31.0,260.0,2419,2017-05-29 17:10:27,1.0.0,2.0,Reusable workflow library for Django.,275.0,275.0,2.0,https://pypi.org/project/viewflow,47.0,47.0,22,True,3,,,,,,
74,django-organizations,bennylope/django-organizations,django-organizations,[],authentication-authorization,https://github.com/bennylope/django-organizations,https://github.com/bennylope/django-organizations,BSD-2-Clause,2012-02-02 02:38:49,2023-07-18 19:51:40,2023-05-23 16:27:10,728.0,1.0,191.0,36.0,94.0,15.0,132.0,1152,2022-10-25 22:24:10,2.1.0,14.0,Multi-user accounts for Django projects.,,,47.0,https://pypi.org/project/django-organizations,37054.0,37054.0,22,True,3,,,,,,
75,django-dynamic-fixture,paulocheque/django-dynamic-fixture,django-dynamic-fixture,[],fake-data,https://github.com/paulocheque/django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2023-08-18 22:44:24,2023-08-18 22:44:21,415.0,10.0,60.0,19.0,87.0,5.0,62.0,379,,,,A complete library to create dynamic model instances for testing purposes.,1104.0,1104.0,36.0,https://pypi.org/project/django-dynamic-fixture,59464.0,59464.0,22,True,3,2.0,,,,,
76,django-controlcenter,byashimov/django-controlcenter,django-controlcenter,[],admin-interface,https://github.com/byashimov/django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2023-08-06 17:01:12,2023-08-06 17:00:07,200.0,12.0,84.0,48.0,36.0,10.0,23.0,954,,,,Set of widgets to build dashboards for Django projects.,80.0,80.0,18.0,https://pypi.org/project/django-controlcenter,3252.0,3252.0,21,True,3,,,,,,
77,django-autofixture,gregmuellegger/django-autofixture,django-autofixture,[],example-data,https://github.com/gregmuellegger/django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2023-08-04 08:11:59,2017-03-03 07:13:17,343.0,,85.0,16.0,63.0,19.0,37.0,459,,,,Can create auto-generated test data.,837.0,837.0,34.0,https://pypi.org/project/django-autofixture,2290.0,2290.0,21,False,2,,,,,,
78,django-guid,snok/django-guid,django-guid,[],logging,https://github.com/snok/django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2023-08-17 01:08:18,2023-06-16 08:36:33,187.0,1.0,19.0,8.0,80.0,4.0,20.0,359,2023-06-16 08:37:56,3.3.1,16.0,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",103.0,103.0,8.0,https://pypi.org/project/django-guid,87941.0,87941.0,21,True,1,,,,,,
79,django-graphql-auth,PedroBern/django-graphql-auth,django-graphql-auth,[],graphql-api,https://github.com/PedroBern/django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2023-08-14 18:47:11,2022-06-17 09:46:13,276.0,,94.0,20.0,62.0,60.0,44.0,318,,,,Django registration and authentication with GraphQL.,622.0,622.0,16.0,https://pypi.org/project/django-graphql-auth,9601.0,9601.0,21,True,3,2.0,,,,,
80,django-slack,lamby/django-slack,django-slack,[],messaging,https://github.com/lamby/django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2023-03-02 08:08:32,2023-03-02 08:07:43,272.0,,55.0,8.0,53.0,9.0,54.0,234,,,,"Slack integration for Django, using the templating engine to generate messages.",348.0,348.0,28.0,https://pypi.org/project/django-slack,59327.0,59327.0,21,True,1,,,,,,
81,django-bootstrap-v5,zelenij/django-bootstrap-v5,django-bootstrap-v5,[],mvt-css-framework-integration,https://github.com/zelenij/django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2022-07-18 23:18:59,2022-07-18 23:18:59,936.0,,43.0,4.0,11.0,7.0,14.0,92,,,,Bootstrap 5 integration with Django.,5273.0,5273.0,138.0,https://pypi.org/project/django-bootstrap-v5,29469.0,29469.0,21,True,3,,,,,,
82,django-admin-sortable,jazzband/django-admin-sortable,django-admin-sortable,[],admin-interface-actions,https://github.com/jazzband/django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,130.0,16.0,121.0,9.0,132.0,546,,,,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,639.0,639.0,80.0,https://pypi.org/project/django-admin-sortable,62370.0,62370.0,20,True,3,,,,,,
83,djantic,jordaneremieff/djantic,djantic,[],pydantic-integration,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120.0,,28.0,7.0,36.0,11.0,27.0,368,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,58.0,58.0,4.0,https://pypi.org/project/djantic,16779.0,16779.0,20,True,3,,,,,,
84,django-google-maps,madisona/django-google-maps,django-google-maps,[],fields-addresses,https://github.com/madisona/django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2022-12-22 16:49:58,2022-03-22 11:44:40,82.0,,92.0,18.0,45.0,12.0,34.0,273,2022-03-22 11:47:01,0.13.0,3.0,Using the Google Maps API with django model admin.,577.0,577.0,19.0,https://pypi.org/project/django-google-maps,4909.0,4909.0,20,True,2,,,,,,
85,django-data-browser,tolomea/django-data-browser,django-data-browser,[],data-exploration,https://github.com/tolomea/django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2023-07-20 12:24:56,2023-07-20 12:24:48,1098.0,73.0,18.0,10.0,34.0,4.0,29.0,241,,,,Django app for user friendly querying of Django models.,10.0,10.0,9.0,https://pypi.org/project/django-data-browser,2678.0,2678.0,20,True,1,,,,,,
86,django-fernet-fields,orcasgit/django-fernet-fields,django-fernet-fields,[],encrpyted-fields,https://github.com/orcasgit/django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2023-08-06 11:12:05,2019-05-10 16:41:45,129.0,,54.0,6.0,20.0,9.0,7.0,184,,,,Fernet symmetric encryption for Django model fields.,630.0,630.0,9.0,https://pypi.org/project/django-fernet-fields,69915.0,69915.0,20,True,1,,,,,,
87,django-loci,openwisp/django-loci,django-loci,[],fields-addresses,https://github.com/openwisp/django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2023-07-06 17:36:27,2023-07-06 17:36:25,255.0,4.0,38.0,12.0,77.0,2.0,38.0,172,2022-04-20 19:29:39,1.0.1,15.0,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,10.0,10.0,28.0,https://pypi.org/project/django-loci,494.0,494.0,20,True,2,,,,,,
88,django-ninja-jwt,eadwinCode/django-ninja-jwt,django-ninja-jwt,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-jwt,https://github.com/eadwinCode/django-ninja-jwt,MIT,2021-10-24 07:51:40,2023-08-10 21:39:11,2023-08-09 20:26:50,644.0,2.0,8.0,5.0,29.0,,,65,2023-03-18 09:23:28,5.2.5,13.0,A JSON Web Token authentication plugin for the Django REST Framework.,81.0,81.0,78.0,https://pypi.org/project/django-ninja-jwt,10049.0,10049.0,20,True,2,,,,,,
89,django-dirtyfields,romgar/django-dirtyfields,django-dirtyfields,[],fields-versioning,https://github.com/romgar/django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2023-07-25 21:31:38,2023-07-01 02:48:29,607.0,4.0,97.0,13.0,146.0,11.0,58.0,584,,,,Tracking dirty fields on a Django model.,,,41.0,https://pypi.org/project/django-dirtyfields,170872.0,170872.0,19,True,3,,,,,,
90,django-test-plus,revsys/django-test-plus,django-test-plus,[],testing,https://github.com/revsys/django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2023-07-11 11:38:09,2023-07-11 11:37:47,489.0,10.0,59.0,11.0,152.0,10.0,46.0,581,,,,Useful additions to Djangos default TestCase.,,,33.0,https://pypi.org/project/django-test-plus,56924.0,56924.0,19,True,3,,,,,,
91,django-concurrency,saxix/django-concurrency,django-concurrency,[],locking,https://github.com/saxix/django-concurrency,https://github.com/saxix/django-concurrency,MIT,2012-03-20 01:05:04,2023-07-24 07:38:53,2022-08-04 10:49:36,662.0,,47.0,9.0,177.0,9.0,61.0,415,2022-03-04 14:07:54,2.4,2.0,Optimistic lock implementation for Django. Prevents users from doing concurrent editing.,,,24.0,https://pypi.org/project/django-concurrency,37645.0,37645.0,19,True,1,,,,,,
92,django-fixture-magic,davedash/django-fixture-magic,django-fixture-magic,[],example-data,https://github.com/davedash/django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2022-12-28 20:58:48,2021-03-12 05:02:13,120.0,,89.0,8.0,51.0,12.0,23.0,378,,,,Utilities to extract and manipulate Django Fixtures.,142.0,142.0,35.0,https://pypi.org/project/django-fixture-magic,24502.0,24502.0,19,True,3,,,,,,
93,django-oauth2-provider,caffeinehit/django-oauth2-provider,django-oauth2-provider,[],authentication-authorization,https://github.com/caffeinehit/django-oauth2-provider,https://github.com/caffeinehit/django-oauth2-provider,MIT,2012-01-18 17:05:36,2023-02-15 17:55:47,2023-02-03 07:57:29,208.0,,179.0,26.0,92.0,40.0,25.0,337,,,,Provide OAuth2 access to your app.,20.0,20.0,16.0,https://pypi.org/project/django-oauth2-provider,6196.0,6196.0,19,True,3,,,,,,
94,django-click,GaretJax/django-click,django-click,[],management-commands,https://github.com/GaretJax/django-click,https://github.com/GaretJax/django-click,MIT,2015-09-10 22:48:53,2022-03-17 20:00:04,2022-03-17 20:00:04,120.0,,16.0,7.0,22.0,9.0,8.0,226,2021-09-07 19:36:52,2.3.0,3.0,Write Django management command using the click CLI library.,249.0,249.0,11.0,https://pypi.org/project/django-click,33667.0,33667.0,19,True,3,,,,,,
95,django-fsm-admin,gadventures/django-fsm-admin,django-fsm-admin,[],finite-state-machine,https://github.com/gadventures/django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2022-10-25 08:27:00,2022-10-25 08:26:59,123.0,,82.0,30.0,66.0,18.0,20.0,200,,,,Mixin and template tags to integrate django-fsm transitions into the django admin.,322.0,322.0,32.0,https://pypi.org/project/django-fsm-admin,87525.0,87525.0,19,True,3,,,,,,
96,django-ninja-extra,eadwinCode/django-ninja-extra,django-ninja-extra,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2023-08-18 11:32:50,2023-08-09 11:12:47,442.0,26.0,17.0,10.0,48.0,3.0,20.0,172,2023-06-14 13:32:03,0.19.1,24.0,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,,,9.0,https://pypi.org/project/django-ninja-extra,17435.0,17435.0,19,True,2,,,,,,
97,django-mapbox-location-field,Simon-the-Shark/django-mapbox-location-field,django-mapbox-location-field,[],fields-addresses,https://github.com/simon-the-shark/django-mapbox-location-field,https://github.com/simon-the-shark/django-mapbox-location-field,MIT,2019-06-26 09:38:13,2022-08-26 07:34:52,2022-04-07 16:47:43,200.0,,22.0,5.0,12.0,2.0,22.0,63,2022-03-01 22:09:58,2.0.0,22.0,"Simple in use location model and form field with MapInput widget for picking some location. Uses mapbox gl js,..",289.0,289.0,8.0,https://pypi.org/project/django-mapbox-location-field,762.0,762.0,19,True,3,,,,,,
98,django-bulma,timonweb/django-bulma,django-bulma,[],mvt-css-framework-integration,https://github.com/timonweb/django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2023-03-04 04:33:09,2021-10-21 13:54:53,128.0,,52.0,15.0,38.0,4.0,37.0,329,,,,Bulma theme for Django.,456.0,456.0,14.0,https://pypi.org/project/django-bulma,1929.0,1929.0,18,True,3,,,,,,
99,django-admin-numeric-filter,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,[],admin-interface-filters,https://github.com/lukasvinclav/django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,32.0,4.0,16.0,3.0,13.0,70,2023-02-16 07:52:21,0.1.9,3.0,Numeric filters for Django admin.,159.0,159.0,14.0,https://pypi.org/project/django-admin-numeric-filter,14723.0,14723.0,18,True,1,,,,,,
100,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,14.0,4.0,4.0,3.0,11.0,49,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,2778.0,2778.0,4.0,https://pypi.org/project/django-phone-field,15410.0,15410.0,18,True,3,,,,,,
101,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2023-08-16 04:11:31,2022-03-23 14:37:36,860.0,,91.0,11.0,108.0,36.0,49.0,912,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,97232.0,97232.0,17,True,3,,,,,,
102,django-cryptography,georgemarshall/django-cryptography,django-cryptography,[],encrpyted-fields,https://github.com/georgemarshall/django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2023-04-19 03:52:53,2023-04-19 03:52:52,147.0,,54.0,15.0,31.0,36.0,32.0,330,2022-04-06 04:41:14,1.1,13.0,Easily encrypt data in Django.,,,4.0,https://pypi.org/project/django-cryptography,99602.0,99602.0,17,True,2,,,,,,
103,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2022-01-25 15:52:14,2021-12-27 22:42:18,132.0,,94.0,14.0,37.0,5.0,19.0,248,,,,A simple API to send SMS messages. It is modeled after the django email api.,340.0,340.0,19.0,https://pypi.org/project/django-sendsms,3830.0,3830.0,17,True,2,,,,,,
104,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2022-12-26 07:34:28,2018-03-12 09:11:28,102.0,,81.0,8.0,30.0,27.0,16.0,230,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,234.0,234.0,10.0,https://pypi.org/project/django-audit-log,2280.0,2280.0,17,False,3,,,,,,
105,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,15.0,13.0,1.0,12.0,86,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",66.0,66.0,9.0,https://pypi.org/project/django-mirage-field,13377.0,13377.0,17,True,2,,,,,,
106,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,3.0,36.0,14.0,13.0,3.0,8.0,414,,,,Keep track of your statistics.,22.0,22.0,9.0,https://pypi.org/project/django-trackstats,1164.0,1164.0,16,True,1,,,,,,
107,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2022-12-02 12:13:02,2022-12-02 12:12:59,173.0,,36.0,44.0,50.0,3.0,16.0,124,2020-03-06 22:55:21,0.0.8,1.0,,11.0,11.0,22.0,https://pypi.org/project/django-prbac,10213.0,10213.0,16,False,3,,,,,,
108,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,8.0,8.0,3.0,14.0,108,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,191.0,191.0,5.0,https://pypi.org/project/django-fieldsignals,10942.0,10942.0,16,True,3,,,,,,
109,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,1.0,15.0,11.0,16.0,10.0,6.0,197,,,,Safely separate multiple tenants in a Django database.,65.0,65.0,6.0,https://pypi.org/project/django-scopes,3578.0,3578.0,15,True,3,,,,,,
110,pyngo,yezz123/pyngo,pyngo,[],pydantic-integration,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2023-08-14 11:21:28,2023-08-03 21:59:38,96.0,11.0,5.0,2.0,70.0,1.0,1.0,57,2023-04-02 19:16:11,1.6.0,7.0,Pydantic model support for Django & Django-Rest-Framework.,8.0,8.0,5.0,https://pypi.org/project/pyngo,6887.0,6887.0,15,True,3,,,,,,
111,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2023-05-26 20:39:13,2022-12-25 14:29:04,30.0,,12.0,2.0,22.0,6.0,8.0,43,2022-12-15 08:18:36,0.6.0,6.0,A Django app for sending SMS with interchangeable backends.,166.0,166.0,3.0,https://pypi.org/project/django-sms,6253.0,6253.0,15,True,3,,,,,,
112,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,21.0,3.0,8.0,1.0,4.0,115,,,,Offline optimistic locking for Django.,12.0,12.0,4.0,https://pypi.org/project/django-optimistic-lock,4819.0,4819.0,14,True,3,,,,,,
