,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
177,django-rules,https://github.com/dfunckt/django-rules,,[],authorization,"Awesome Django authorization, without the database.",19,True,dfunckt/django-rules,django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57,2025-10-11 06:42:08,2025-10-11 06:42:08,219.0,3.0,145.0,38.0,85.0,29.0,86.0,1943.0,2024-09-02 16:01:04,3.5.0,22.0,,,33.0,https://pypi.org/project/django-rules,148.0,148.0,1.0,,,,,
178,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,[],admin-interface-actions,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,19,True,jazzband/django-admin-sortable,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,134.0,14.0,121.0,10.0,132.0,568.0,,,,753.0,753.0,81.0,https://pypi.org/project/django-admin-sortable,46571.0,46571.0,3.0,,,,,
179,inertia-django,https://github.com/inertiajs/inertia-django,,[],templates,The Django adapter for Inertia.js.,19,True,inertiajs/inertia-django,inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2025-10-05 02:46:50,2025-10-05 02:46:50,83.0,3.0,46.0,9.0,45.0,5.0,38.0,500.0,,,,146.0,146.0,17.0,https://pypi.org/project/inertia-django,14944.0,14944.0,3.0,,,,,
180,djantic,https://github.com/jordaneremieff/djantic,,[],pydantic-integration,Pydantic model support for Django.,19,True,jordaneremieff/djantic,djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,33.0,6.0,38.0,13.0,28.0,465.0,2022-04-14 10:14:45,0.7.0,15.0,86.0,86.0,4.0,https://pypi.org/project/djantic,6692.0,6692.0,2.0,,,,,
181,django-fixture-magic,https://github.com/davedash/django-fixture-magic,,[],example-data,Utilities to extract and manipulate Django Fixtures.,19,True,davedash/django-fixture-magic,django-fixture-magic,https://github.com/davedash/django-fixture-magic,BSD-3-Clause,2010-03-05 00:50:02,2023-10-26 14:29:00,2023-10-26 14:28:50,128.0,,90.0,6.0,57.0,12.0,23.0,389.0,,,,174.0,174.0,36.0,https://pypi.org/project/django-fixture-magic,19327.0,19327.0,3.0,,,,,
182,django-bulma,https://github.com/timonweb/django-bulma,,[],mvt-bulma-css-framework-integration,Bulma theme for Django.,19,True,timonweb/django-bulma,django-bulma,https://github.com/timonweb/django-bulma,MIT,2017-08-16 16:10:14,2025-10-01 22:40:19,2025-07-27 18:44:12,143.0,,56.0,14.0,45.0,3.0,41.0,348.0,,,,537.0,537.0,15.0,https://pypi.org/project/django-bulma,4137.0,4137.0,1.0,,,,,
183,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,,[],graphql-api,Django registration and authentication with GraphQL.,19,True,PedroBern/django-graphql-auth,django-graphql-auth,https://github.com/PedroBern/django-graphql-auth,MIT,2020-01-15 16:36:01,2024-08-06 13:07:28,2022-06-17 09:46:13,276.0,,104.0,20.0,62.0,61.0,44.0,333.0,,,,747.0,747.0,16.0,https://pypi.org/project/django-graphql-auth,5297.0,5297.0,3.0,,,,,
184,django-custom-user,https://github.com/jcugat/django-custom-user,,[],custom-user,Custom user model for Django with the same behaviour as the default User class but with email instead of username.,19,True,jcugat/django-custom-user,django-custom-user,https://github.com/jcugat/django-custom-user,BSD-3-Clause,2013-04-09 11:08:02,2023-02-15 19:27:54,2022-12-09 23:59:04,116.0,,59.0,16.0,58.0,1.0,23.0,318.0,,,,286.0,286.0,12.0,https://pypi.org/project/django-custom-user,28169.0,28169.0,2.0,,,,,
185,rodi,https://github.com/Neoteroi/rodi,,[],dependency-injection,Implementation of dependency injection for Python 3.,19,True,Neoteroi/rodi,rodi,https://github.com/Neoteroi/rodi,MIT,2018-10-03 21:23:57,2025-04-12 09:09:55,2025-04-12 09:08:02,75.0,,17.0,7.0,43.0,4.0,18.0,224.0,2025-04-12 09:09:55,2.0.8,16.0,313.0,313.0,10.0,https://pypi.org/project/rodi,42243.0,42243.0,3.0,,,,,
186,pyngo,https://github.com/yezz123/pyngo,,[],pydantic-integration,Pydantic model support for Django & Django-Rest-Framework.,19,True,yezz123/pyngo,pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2025-10-27 21:36:49,2025-09-08 15:42:46,254.0,10.0,8.0,2.0,231.0,,4.0,89.0,2025-09-08 15:43:05,2.4.1,16.0,29.0,29.0,8.0,https://pypi.org/project/pyngo,16825.0,16825.0,2.0,,,,,
187,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,,[],admin-interface-filters,Numeric filters for Django admin.,19,True,lukasvinclav/django-admin-numeric-filter,django-admin-numeric-filter,https://github.com/lukasvinclav/django-admin-numeric-filter,MIT,2018-08-10 10:21:18,2023-02-16 07:53:41,2023-02-16 07:53:37,60.0,,35.0,3.0,18.0,5.0,14.0,80.0,2023-02-16 07:52:21,0.1.9,3.0,207.0,207.0,14.0,https://pypi.org/project/django-admin-numeric-filter,17638.0,17638.0,1.0,,,,,
188,shynet,https://github.com/milesmcc/shynet,,[],analytics-framework,"Modern, privacy-friendly, and detailed web analytics that works without cookies or JS.",18,True,milesmcc/shynet,shynet,https://github.com/milesmcc/shynet,Apache-2.0,2020-04-09 17:51:58,2024-12-19 05:45:00,2024-12-19 05:45:00,517.0,,202.0,29.0,147.0,50.0,142.0,3083.0,2023-07-28 03:19:15,0.13.1,37.0,,,38.0,https://pypi.org/project/shynet,,,1.0,,,,,
189,saas-boilerplate,https://github.com/apptension/saas-boilerplate,,[],project-templates,"SaaS Boilerplate - Open Source and free SaaS stack that lets you build SaaS products faster in React, Django and AWS...",18,True,apptension/saas-boilerplate,,https://github.com/apptension/saas-boilerplate,MIT,2020-04-14 09:31:26,2025-06-09 07:47:16,2025-03-09 09:43:20,986.0,,374.0,20.0,470.0,46.0,149.0,2673.0,2024-09-27 11:30:40,4.1.1,24.0,,,41.0,,,,1.0,,,,,
190,merchant,https://github.com/agiliq/merchant,,[],payment-subscriptions,A Django app to accept payments from various payment processors via Pluggable backends.,18,False,agiliq/merchant,merchant,https://github.com/agiliq/merchant,BSD-3-Clause,2010-09-29 11:30:58,2022-07-08 19:12:50,2015-07-08 05:29:26,684.0,,164.0,55.0,86.0,23.0,42.0,1023.0,,,4.0,34.0,34.0,49.0,https://pypi.org/project/merchant,,,2.0,,,,,
191,Autotest (fully automated testing primarily designed to test the Linux kernel) dashboard backend.,https://github.com/autotest/autotest,,[],test-automation-system,Autotest - Fully automated tests on Linux.,18,True,autotest/autotest,,https://github.com/autotest/autotest,,2011-09-19 15:25:16,2024-02-21 07:51:13,2023-12-01 05:16:01,7843.0,,345.0,125.0,676.0,117.0,288.0,718.0,,,,42.0,42.0,295.0,,,,1.0,,,,,
192,django-test-plus,https://github.com/revsys/django-test-plus,,[],testing,Useful additions to Djangos default TestCase.,18,True,revsys/django-test-plus,django-test-plus,https://github.com/revsys/django-test-plus,BSD-3-Clause,2015-05-23 16:08:52,2025-07-10 23:58:57,2025-07-02 21:13:29,516.0,,63.0,9.0,164.0,7.0,53.0,633.0,,,,,,36.0,https://pypi.org/project/django-test-plus,104497.0,104497.0,3.0,,,,,
193,django-cryptography,https://github.com/georgemarshall/django-cryptography,,[],encrpyted-fields,Easily encrypt data in Django.,18,True,georgemarshall/django-cryptography,django-cryptography,https://github.com/georgemarshall/django-cryptography,BSD-3-Clause,2016-03-02 07:55:01,2024-11-18 05:40:33,2024-02-16 03:05:10,153.0,,78.0,16.0,44.0,43.0,32.0,405.0,2022-04-06 04:41:14,1.1,13.0,,,4.0,https://pypi.org/project/django-cryptography,221255.0,221255.0,1.0,,,,,
194,django-data-browser,https://github.com/tolomea/django-data-browser,,[],data-exploration,Django app for user friendly querying of Django models.,18,True,tolomea/django-data-browser,django-data-browser,https://github.com/tolomea/django-data-browser,BSD-3-Clause,2020-03-29 21:02:52,2024-04-13 08:26:56,2024-04-09 07:05:23,1139.0,,27.0,9.0,39.0,7.0,32.0,371.0,,,,42.0,42.0,10.0,https://pypi.org/project/django-data-browser,5944.0,5944.0,1.0,,,,,
195,pytailwindcss,https://github.com/timonweb/pytailwindcss,,[],mvt-tailwind-css-framework-integration,Skip Node.js use Tailwind CSS installed directly via PyPI.,18,True,timonweb/pytailwindcss,pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2025-10-29 19:12:28,2025-10-29 19:12:01,36.0,8.0,10.0,4.0,3.0,1.0,11.0,336.0,,,,457.0,457.0,3.0,https://pypi.org/project/pytailwindcss,13613.0,13613.0,3.0,,,3.0,,
196,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,[],finite-state-machine,Mixin and template tags to integrate django-fsm transitions into the django admin.,18,True,gadventures/django-fsm-admin,django-fsm-admin,https://github.com/gadventures/django-fsm-admin,,2014-03-12 04:43:00,2024-04-15 10:40:23,2022-10-25 08:26:59,123.0,,94.0,27.0,66.0,19.0,20.0,203.0,,,,382.0,382.0,33.0,https://pypi.org/project/django-fsm-admin,10492.0,10492.0,3.0,,,,,
197,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,,[],encrpyted-fields,Fernet symmetric encryption for Django model fields.,18,False,orcasgit/django-fernet-fields,django-fernet-fields,https://github.com/orcasgit/django-fernet-fields,BSD-3-Clause,2015-05-25 18:10:29,2024-05-09 01:48:26,2019-05-10 16:41:45,129.0,,71.0,5.0,25.0,9.0,7.0,200.0,,,,751.0,751.0,9.0,https://pypi.org/project/django-fernet-fields,24851.0,24851.0,1.0,,,,,
198,openwisp-monitoring,https://github.com/openwisp/openwisp-monitoring,,[],others,"Network monitoring system written in Python and Django, designed to be extensible, programmable, scalable and easy to..",18,True,openwisp/openwisp-monitoring,,https://github.com/openwisp/openwisp-monitoring,,2020-03-20 00:56:22,2025-10-30 11:45:15,2025-10-30 11:42:54,658.0,21.0,144.0,11.0,404.0,41.0,262.0,194.0,2025-10-24 13:27:53,1.2.0,11.0,5.0,5.0,27.0,,,,1.0,,,,,
199,PyTestArch,https://github.com/zyskarch/pytestarch,,[],architecture-testing,Test framework for software architecture based on imports between modules.,18,True,zyskarch/pytestarch,pytestarch,https://github.com/zyskarch/pytestarch,Apache-2.0,2022-09-20 15:33:54,2025-10-27 20:25:44,2025-08-22 06:20:53,245.0,6.0,9.0,3.0,95.0,11.0,38.0,132.0,2025-08-08 12:54:14,4.0.1,27.0,,,11.0,https://pypi.org/project/pytestarch,51612.0,51612.0,1.0,,,,,
200,opyoid,https://github.com/illuin-tech/opyoid,,[],dependency-injection,Dependency injection library for Python.,18,True,illuin-tech/opyoid,opyoid,https://github.com/illuin-tech/opyoid,MIT,2020-08-24 20:51:50,2025-10-20 05:13:06,2025-10-14 16:57:46,333.0,24.0,6.0,3.0,191.0,,6.0,75.0,2025-05-16 08:32:31,3.0.3,28.0,30.0,30.0,6.0,https://pypi.org/project/opyoid,7139.0,7139.0,3.0,,,,,
201,django-phone-field,https://github.com/VeryApt/django-phone-field,,[],fields-phone-numbers,Lightweight model and form field for phone numbers in Django.,18,False,VeryApt/django-phone-field,django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,4.0,4.0,4.0,11.0,50.0,2020-06-10 01:16:07,1.8.1,8.0,3241.0,3241.0,4.0,https://pypi.org/project/django-phone-field,27133.0,27133.0,3.0,,,,,
202,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,,[],event-bus,Kafka implementation for Open edX event bus.,18,False,openedx/event-bus-kafka,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,AGPL-3.0,2022-06-11 18:50:06,2025-10-21 02:32:33,2025-04-30 11:56:20,272.0,,5.0,35.0,296.0,7.0,33.0,7.0,2025-04-11 10:07:44,6.1.0,68.0,,,24.0,https://pypi.org/project/edx-event-bus-kafka,90795.0,90795.0,1.0,,,,,
203,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,[],value-as-a-service-framework,Django application for software-as-service and subscription businesses.,17,True,djaodjin/djaodjin-saas,djaodjin-saas,https://github.com/djaodjin/djaodjin-saas,,2013-05-06 22:43:32,2025-10-17 22:16:40,2025-10-17 22:16:40,1984.0,9.0,133.0,23.0,203.0,14.0,98.0,599.0,,,,12.0,12.0,14.0,https://pypi.org/project/djaodjin-saas,892.0,892.0,1.0,,,,,
204,django-sendsms,https://github.com/stefanfoulis/django-sendsms,,[],messaging,A simple API to send SMS messages. It is modeled after the django email api.,17,True,stefanfoulis/django-sendsms,django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,88.0,13.0,38.0,5.0,19.0,265.0,,,,386.0,386.0,19.0,https://pypi.org/project/django-sendsms,5428.0,5428.0,2.0,,,,,
205,django-audit-log,https://github.com/vvangelovski/django-audit-log,,[],fields-versioning,Audit log for your Django models.,17,False,vvangelovski/django-audit-log,django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,85.0,8.0,31.0,27.0,16.0,232.0,2015-01-23 12:59:33,0.6.0,2.0,277.0,277.0,10.0,https://pypi.org/project/django-audit-log,2633.0,2633.0,3.0,,,,,
206,django-improved-user,https://github.com/jambonrose/django-improved-user,,[],custom-user,A custom Django user that authenticates via email. Follows identity and authentication best practices.,17,True,jambonsw/django-improved-user,django-improved-user,https://github.com/jambonrose/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2025-10-27 18:11:48,2024-08-08 13:18:10,128.0,,14.0,2.0,311.0,1.0,10.0,155.0,2024-08-06 20:41:37,2.1.0,8.0,44.0,44.0,8.0,https://pypi.org/project/django-improved-user,2053.0,2053.0,3.0,jambonrose/django-improved-user,,,,
207,django-prbac,https://github.com/dimagi/django-prbac,,[],authentication-authorization,,17,False,dimagi/django-prbac,django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2025-09-24 20:08:23,2025-09-24 20:07:27,210.0,16.0,38.0,36.0,58.0,4.0,17.0,148.0,2020-03-06 22:55:21,0.0.8,1.0,16.0,16.0,23.0,https://pypi.org/project/django-prbac,1133.0,1133.0,3.0,,,,,
208,injectable,https://github.com/roo-oliv/injectable,,[],dependency-injection,Python Dependency Injection for Humans.,17,True,roo-oliv/injectable,injectable,https://github.com/roo-oliv/injectable,MIT,2018-02-04 20:26:28,2025-09-04 15:38:41,2024-08-05 15:13:07,159.0,,12.0,3.0,93.0,5.0,16.0,118.0,2024-08-05 14:04:10,4.0.1,31.0,32.0,32.0,6.0,https://pypi.org/project/injectable,3932.0,3932.0,3.0,,,,,
209,django-mirage-field,https://github.com/luojilab/django-mirage-field,,[],encrpyted-fields,"Django model field encrypt/decrypt your data, keep secret in database.",17,True,luojilab/django-mirage-field,django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,12.0,14.0,13.0,2.0,12.0,93.0,2022-03-14 08:47:26,1.4.0,17.0,138.0,138.0,9.0,https://pypi.org/project/django-mirage-field,18865.0,18865.0,2.0,,,,,
210,modern-di,https://github.com/modern-python/modern-di,,[],dependency-injection,Powerful DI-framework with scopes.,17,True,modern-python/modern-di,modern-di,https://github.com/modern-python/modern-di,MIT,2024-10-27 18:08:41,2025-10-24 15:29:27,2025-10-24 14:54:09,240.0,33.0,4.0,1.0,48.0,2.0,32.0,40.0,2025-10-16 08:55:00,faststream-0.5.2,59.0,5.0,5.0,6.0,https://pypi.org/project/modern-di,2216.0,2216.0,3.0,,,,,
211,django-rest-pandas,https://github.com/wq/django-rest-pandas,,[],restful-api-drf,Serves up Pandas dataframes via the Django REST Framework for use in client-side (i.e. d3.js) visualizations and..,16,True,wq/django-rest-pandas,django-rest-pandas,https://github.com/wq/django-rest-pandas,MIT,2014-01-08 00:20:37,2025-03-29 01:49:15,2024-04-04 16:54:21,207.0,,123.0,47.0,13.0,8.0,32.0,1279.0,2019-03-28 04:18:00,1.1.0,12.0,,,3.0,https://pypi.org/project/django-rest-pandas,,,3.0,,,,,
212,mixer,https://github.com/klen/mixer,,[],example-data,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",16,True,klen/mixer,mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,92.0,10.0,110.0,38.0,49.0,947.0,,,,,,43.0,https://pypi.org/project/mixer,156324.0,156324.0,3.0,,,,,
213,django-scopes,https://github.com/raphaelm/django-scopes,,[],multiple-tenants,Safely separate multiple tenants in a Django database.,16,True,raphaelm/django-scopes,django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2025-10-31 13:50:29,2025-10-31 13:50:22,45.0,2.0,15.0,9.0,17.0,13.0,7.0,246.0,,,,121.0,121.0,6.0,https://pypi.org/project/django-scopes,18226.0,18226.0,3.0,,,,,
214,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,[],fields-versioning,Django signals for changed fields.,16,True,craigds/django-fieldsignals,django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,11.0,7.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,355.0,355.0,5.0,https://pypi.org/project/django-fieldsignals,41246.0,41246.0,3.0,,,,,
215,django-subscriptions,https://github.com/kogan/django-subscriptions,,[],payment-subscriptions,A django package for managing subscription states.,16,True,kogan/django-subscriptions,django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,23.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,19.0,19.0,2.0,https://pypi.org/project/django-subscriptions,18840.0,18840.0,2.0,,,,,
216,pytest-archon,https://github.com/jwbargsten/pytest-archon,,[],architecture-testing,Rule your architecture like a real developer.,16,True,jwbargsten/pytest-archon,pytest-archon,https://github.com/jwbargsten/pytest-archon,Apache-2.0,2022-11-18 07:28:16,2025-09-19 20:56:26,2025-09-19 20:52:27,221.0,4.0,2.0,1.0,29.0,2.0,7.0,68.0,,,,42.0,42.0,3.0,https://pypi.org/project/pytest-archon,710313.0,710313.0,2.0,,,,,
217,Lithium,https://github.com/wsvincent/lithium,,[],project-templates,Django starter project with.,15,True,wsvincent/lithium,,https://github.com/wsvincent/lithium,,2018-02-15 17:29:07,2025-10-01 22:47:12,2025-09-19 19:29:45,185.0,3.0,431.0,63.0,122.0,3.0,43.0,2421.0,,,,,,24.0,,,,2.0,,,,,
218,django-trackstats,https://github.com/pennersr/django-trackstats,,[],statistics,Keep track of your statistics.,15,True,pennersr/django-trackstats,django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,39.0,10.0,13.0,4.0,8.0,453.0,,,,28.0,28.0,9.0,https://pypi.org/project/django-trackstats,2265.0,2265.0,1.0,,,,,
219,silver,https://github.com/silverapp/silver,,[],payment-subscriptions,Automated billing and payments for Django with a REST API.,15,True,silverapp/silver,silver,https://github.com/silverapp/silver,,2014-10-07 11:39:38,2025-08-04 12:17:50,2025-08-04 12:17:44,1866.0,1.0,80.0,20.0,311.0,51.0,337.0,307.0,,,,11.0,11.0,24.0,https://pypi.org/project/silver,56.0,56.0,3.0,,,-3.0,,
220,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,,[],payment-subscriptions,A subscription and recurrent billing application for Django.,15,False,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2024-06-21 14:11:55,2020-09-11 20:55:19,197.0,,51.0,4.0,268.0,27.0,23.0,250.0,,,,31.0,31.0,14.0,https://pypi.org/project/django-flexible-subscriptions,268.0,268.0,3.0,,,,,
221,djantic2,https://github.com/jonathan-s/djantic2,,[],pydantic-integration,Pydantic model support for Django.,15,True,jonathan-s/djantic2,djantic,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2025-05-27 19:54:11,2025-05-27 19:54:11,161.0,,11.0,3.0,14.0,6.0,10.0,91.0,2024-12-08 21:07:39,1.0.5,4.0,5.0,5.0,9.0,https://pypi.org/project/djantic,6692.0,6692.0,3.0,,,,,
222,dj-paypal,https://github.com/HearthSim/dj-paypal,,[],payment-subscriptions,Paypal integration for Django - Inspired by dj-Stripe.,15,True,HearthSim/dj-paypal,dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2025-03-10 12:57:40,2025-03-10 12:55:43,266.0,,20.0,11.0,8.0,4.0,5.0,89.0,2018-12-18 16:40:35,0.11.1,4.0,28.0,28.0,3.0,https://pypi.org/project/dj-paypal,150.0,150.0,3.0,,,,,
223,django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,,[],custom-user,A Django app to use email as username for user authentication.,15,True,jmfederico/django-use-email-as-username,django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2025-04-08 20:34:48,2025-04-08 20:34:43,119.0,,11.0,3.0,4.0,,14.0,72.0,,,,319.0,319.0,3.0,https://pypi.org/project/django-use-email-as-username,3089.0,3089.0,3.0,,,,,
224,KernelCI (distributed test automation system focused on upstream kernel development) dashboard backend.,https://github.com/kernelci/dashboard,,[],test-automation-system,KernelCI web dashboard.,15,False,kernelci/dashboard,,https://github.com/kernelci/dashboard,MIT,2024-07-16 11:47:41,2025-10-31 20:24:37,2025-10-31 20:21:07,1324.0,136.0,19.0,15.0,678.0,150.0,765.0,6.0,,,,,,26.0,,,,2.0,,,,,
225,falco,https://github.com/falcopackages/falco-cli,,[],project-templates,Enhance your Django developer experience: CLI and Guides for the Modern Django Developer.,14,True,Tobi-De/falco,falco,https://github.com/falcopackages/falco-cli,,2023-12-15 15:05:56,2024-12-31 09:14:42,2024-12-31 09:14:42,577.0,,20.0,8.0,44.0,7.0,63.0,390.0,2024-10-01 12:12:17,0.26.4,57.0,16.0,16.0,8.0,https://pypi.org/project/falco,117.0,117.0,2.0,falcopackages/falco-cli,,,,
226,Zango,https://github.com/Healthlane-Technologies/Zango,,[],project-templates,Django meta-framework for building enterprise-ready custom business applications.,14,True,Healthlane-Technologies/Zango,,https://github.com/Healthlane-Technologies/Zango,,2023-06-17 18:28:26,2025-10-28 12:30:38,2025-06-17 14:53:04,146.0,,63.0,8.0,372.0,25.0,28.0,337.0,2025-06-17 14:54:36,0.6.1,16.0,6.0,6.0,15.0,,,,2.0,,,,,
227,django-bitcoin,https://github.com/kangasbros/django-bitcoin,,[],payment-subscriptions,bitcoin payment management for django.,14,False,kangasbros/django-bitcoin,django-bitcoin,https://github.com/kangasbros/django-bitcoin,MIT,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,94.0,30.0,25.0,11.0,7.0,180.0,,,,20.0,20.0,18.0,https://pypi.org/project/django-bitcoin,17.0,17.0,3.0,,,,,
228,ariadne-django,https://github.com/mirumee/ariadne-django,,[],graphql-api,ariadne_django makes integrating ariadne and django together easier.,14,True,mirumee/ariadne-django,ariadne-django,https://github.com/mirumee/ariadne-django,BSD-3-Clause,2021-04-08 01:49:36,2024-03-20 17:06:16,2022-08-23 16:51:18,35.0,,10.0,17.0,29.0,11.0,16.0,67.0,2022-07-19 17:16:50,0.3.0,3.0,,,9.0,https://pypi.org/project/ariadne-django,20031.0,20031.0,3.0,,,,,
229,django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,,[],encrpyted-fields,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,14,False,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,12.0,16.0,9.0,2.0,32.0,2016-09-23 16:28:37,0.5.0,3.0,26.0,26.0,8.0,https://pypi.org/project/django-cryptographic-fields,415.0,415.0,3.0,,,,,
230,django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,,[],restful-api-ninja,"An extension of django rest framework, providing a configurable password reset strategy.",14,False,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,,2.0,,3.0,,,5.0,2023-11-30 10:22:37,1.2.5,3.0,7.0,7.0,34.0,https://pypi.org/project/django-ninja-passwordreset,1142.0,1142.0,3.0,,,,,
231,cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,[],reusable-app-templates,A cookiecutter template for creating reusable Django packages quickly.,13,False,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,146.0,12.0,903.0,28.0,44.0,435.0,2017-10-04 13:46:21,1.0.1,2.0,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,1.0,,,,,
232,cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,,[],project-templates,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",13,True,ilikerobots/cookiecutter-vue-django,,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,24.0,2.0,76.0,4.0,11.0,229.0,,,,,,399.0,,,,2.0,,,,,
233,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,[],admin-interface-actions,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",13,True,trangpham/django-admin-confirm,django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2025-05-07 17:05:47,2025-05-06 21:06:57,81.0,,17.0,3.0,37.0,12.0,24.0,137.0,2025-04-21 05:33:28,1.0.1,9.0,,,10.0,https://pypi.org/project/django-admin-confirm,43231.0,43231.0,3.0,,3.0,,,
234,django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,,[],locking,Offline optimistic locking for Django.,13,False,gavinwahl/django-optimistic-lock,django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,21.0,1.0,8.0,1.0,4.0,121.0,,,,19.0,19.0,4.0,https://pypi.org/project/django-optimistic-lock,5605.0,5605.0,3.0,,,,,
