,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
268,django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,,[],finite-state-machine,django-fsm data immutability support.,8,False,ming-tung/django-fsm-freeze,django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2024-04-15 23:18:26,2024-01-03 16:18:35,110.0,,2.0,1.0,133.0,,4.0,3.0,2021-08-24 14:35:00,0.1.9,9.0,2.0,2.0,3.0,https://pypi.org/project/django-fsm-freeze,58.0,58.0,3.0,,,,,
269,ruff,,,[],sca,,8,False,astral-sh/ruff,ruff,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/ruff,65400999.0,65400999.0,3.0,,,,,
270,django-locking,https://github.com/debrouwere/django-locking,,[],locking,"Prevents users from doing concurrent editing in Django. Works out of the box in the admin interface, or you can..",7,False,debrouwere/django-locking,django-locking,https://github.com/debrouwere/django-locking,,2010-06-01 20:20:54,2019-09-15 22:09:45,2012-02-15 16:11:21,21.0,,12.0,4.0,9.0,,,135.0,,,,7.0,7.0,3.0,https://pypi.org/project/django-locking,10.0,10.0,3.0,,,,,
271,django-minio,https://github.com/maddevsio/django_minio,,[],storage,Django app to use Minio Server as file storage.,7,False,maddevsio/django_minio,django-minio,https://github.com/maddevsio/django_minio,,2016-06-29 09:48:43,2019-04-02 17:08:55,2019-04-02 17:08:54,39.0,,15.0,5.0,4.0,1.0,4.0,65.0,,,,,,4.0,https://pypi.org/project/django-minio,42.0,42.0,3.0,,,,,
272,django-webpack-starter,https://github.com/khadegd/django-webpack-starter,,[],project-templates,"Django Webpack starter template for using Webpack 5 with Django 3.1 & Bootstrap 4. Yes, it can hot-reload.",7,True,khadegd/django-webpack-starter,,https://github.com/khadegd/django-webpack-starter,MIT,2017-10-12 03:03:24,2023-01-06 01:57:21,2020-11-05 16:12:57,30.0,,2.0,1.0,49.0,1.0,2.0,59.0,2020-11-05 16:16:12,1.2.1,2.0,,,,,,,3.0,,,,,
273,django-app-template,https://github.com/mlavin/django-app-template,,[],reusable-app-templates,A handy template for creating a new reusable Django application.,7,False,mlavin/django-app-template,,https://github.com/mlavin/django-app-template,BSD-2-Clause,2012-08-09 00:36:55,2014-06-29 18:45:14,2014-06-29 18:45:08,19.0,,15.0,7.0,2.0,2.0,3.0,54.0,,,,,,4.0,,,,3.0,,,,,
274,django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,,[],payment-subscriptions,How to handle subscription payments with Django and Stripe.,7,True,duplxey/django-stripe-subscriptions,django-stripe-subscriptions,https://github.com/duplxey/django-stripe-subscriptions,MIT,2020-09-15 21:07:04,2022-07-20 22:36:54,2022-07-20 22:36:53,29.0,,12.0,3.0,4.0,3.0,1.0,34.0,,,,,,3.0,https://pypi.org/project/django-stripe-subscriptions,,,3.0,,,,,
275,django-oauthost,https://github.com/idlesign/django-oauthost,,[],authentication-authorization,"Reusable application for Django, introducing OAuth2 server functionality.",7,True,idlesign/django-oauthost,django-oauthost,https://github.com/idlesign/django-oauthost,BSD-3-Clause,2011-11-06 14:47:51,2022-02-04 12:50:22,2022-02-04 12:50:18,144.0,,,3.0,1.0,1.0,2.0,25.0,,,,5.0,5.0,2.0,https://pypi.org/project/django-oauthost,45.0,45.0,3.0,,,,,
276,Linaro Automated Validation Architecture (LAVA),https://gitlab.com/lava/lava,,[],test-automation-system,LAVA is a continuous integration system for deploying operating systems onto physical and virtual hardware for running..,7,False,,,,,2023-07-10 08:22:03,2023-07-10 08:22:03,,,,49.0,,,117.0,332.0,15.0,,,8.0,,,,,,,3.0,,,,lava/lava,https://gitlab.com/lava/lava
277,django-svc,https://github.com/django-svcs/django-svcs,,[],dependency-injection,A Django integration for SVCS.,7,False,django-svcs/django-svcs,django-svcs,https://github.com/django-svcs/django-svcs,,2024-08-25 20:58:12,2024-12-04 07:51:04,2024-12-04 07:50:27,55.0,,,1.0,9.0,2.0,,12.0,2024-12-04 07:51:05,0.3.4,6.0,,,3.0,https://pypi.org/project/django-svcs,258.0,258.0,3.0,,,,,
278,django-reusable-app-template,https://github.com/bitlabstudio/django-reusable-app-template,,[],reusable-app-templates,"A template for kickstarting reusable Django apps, ready to be published on pypi.python.org, ready for test driven..",6,False,bitlabstudio/django-reusable-app-template,,https://github.com/bitlabstudio/django-reusable-app-template,,2013-06-08 12:05:01,2016-12-20 09:09:58,2016-12-20 09:09:10,91.0,,17.0,6.0,13.0,1.0,7.0,96.0,,,,,,9.0,,,,3.0,,,,,
279,django-base-template,https://github.com/Alex-CodeLab/django-base-template,,[],project-templates,"Project Template for Django + Bootstrap3 + pre-configured apps (like Allauth, django_compressor ). Probably the..",6,True,Alex-CodeLab/django-base-template,,https://github.com/Alex-CodeLab/django-base-template,,2015-07-26 18:36:02,2023-06-30 12:58:29,2023-06-30 12:58:29,101.0,,19.0,6.0,3.0,,5.0,71.0,2016-10-13 18:56:19,1.10,1.0,,,3.0,,,,3.0,,,,,
280,django-ninja-auth,https://github.com/mugartec/django-ninja-auth,,[],restful-api-ninja,,6,False,mugartec/django-ninja-auth,django-ninja-auth,https://github.com/mugartec/django-ninja-auth,WTFPL,2021-07-21 19:04:17,2023-09-27 22:24:48,2023-08-17 16:58:21,24.0,,5.0,1.0,5.0,2.0,3.0,35.0,,,,,,6.0,https://pypi.org/project/django-ninja-auth,148.0,148.0,3.0,,,,,
281,django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields,,[],encrpyted-fields,,6,False,,django-searchable-encrypted-fields,,,2019-04-09 15:14:16,2019-04-09 15:14:16,,,,2.0,,,3.0,15.0,9.0,,,4.0,,,,https://pypi.org/project/django-searchable-encrypted-fields,24015.0,24015.0,3.0,,,,guywillett/django-searchable-encrypted-fields,https://gitlab.com/guywillett/django-searchable-encrypted-fields
282,Avocado (fully automated testing primarily designed to test the Linux kernel) server backend.,https://github.com/avocado-framework/avocado-server,,[],test-automation-system,REST based interface for applications to interact with an avocado server.,6,False,avocado-framework/avocado-server,,https://github.com/avocado-framework/avocado-server,,2014-04-30 17:16:07,2017-12-15 05:20:37,2017-01-02 15:11:56,180.0,,12.0,12.0,54.0,4.0,3.0,3.0,,,,,,5.0,,,,3.0,,,,,
283,django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,,[],messaging,An interface server connecting Djangos Channels and Discord.,5,False,AdvocatesInc/django-channels-discord,django-channels-discord,https://github.com/AdvocatesInc/django-channels-discord,MIT,2019-06-12 18:59:13,2022-02-14 14:17:21,2022-02-08 05:58:49,9.0,,1.0,1.0,,1.0,2.0,12.0,2022-01-12 02:01:46,0.2.0,4.0,,,,https://pypi.org/project/django-channels-discord,,,3.0,,,,,
284,pytest-arch,https://github.com/nwilbert/pytest-arch,,[],architecture-testing,"A pythonic derivative of ArchUnit, in the form of a pytest plugin.",5,False,nwilbert/pytest-arch,,https://github.com/nwilbert/pytest-arch,Apache-2.0,2022-09-16 11:09:42,2023-03-11 11:36:29,2023-03-11 11:36:27,38.0,,,1.0,1.0,1.0,,10.0,,,,,,,,,,3.0,,,,,
285,eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,,[],event-sourcing,Python package for eventsourcing with DynamoDB.,5,False,pyeventsourcing/eventsourcing-dynamodb,eventsourcing-dynamodb,https://github.com/pyeventsourcing/eventsourcing-dynamodb,BSD-3-Clause,2021-07-15 13:42:53,2025-03-06 05:08:42,2025-02-28 14:15:50,29.0,,2.0,1.0,5.0,,,8.0,,,,,,5.0,https://pypi.org/project/eventsourcing-dynamodb,10.0,10.0,3.0,,,,,
286,python-library-template,https://github.com/AmbitionEng/python-library-template,,[],reusable-app-templates,The template for all public libraries by Ambition.,5,False,Opus10/python-library-template,,https://github.com/AmbitionEng/python-library-template,,2021-05-29 20:05:57,2025-04-18 15:07:52,2025-04-18 15:07:48,71.0,,3.0,3.0,23.0,,,5.0,,,,,,7.0,,,,3.0,AmbitionEng/python-library-template,,,,
287,django-payee,https://github.com/vporton/django-payee,,[],payment-subscriptions,Accept (regular and subscription) payments in Internet (currently supports PayPal). Advanced support for subscription..,5,False,vporton/django-payee,django-payee,https://github.com/vporton/django-payee,,2017-04-28 17:56:19,2025-07-15 13:51:34,2025-01-24 17:43:33,647.0,,2.0,3.0,1.0,11.0,4.0,2.0,,,,,,,https://pypi.org/project/django-payee,,,3.0,,,,,
288,django-reusable-app,https://github.com/AndreGuerra123/django-reusable-app,,[],reusable-app-templates,A cookiecutter template to package Django Reusable Apps.,4,False,AndreGuerra123/django-reusable-app,,https://github.com/AndreGuerra123/django-reusable-app,MIT,2019-03-27 15:15:28,2019-04-06 22:34:40,2019-04-06 22:34:25,7.0,,1.0,1.0,,1.0,,3.0,,,,,,,,,,3.0,,,,,
289,eventsourcing-axonserver,https://github.com/pyeventsourcing/eventsourcing-axonserver,,[],event-sourcing,Python package for eventsourcing with Axon Server.,4,False,pyeventsourcing/eventsourcing-axonserver,eventsourcing-axonserver,https://github.com/pyeventsourcing/eventsourcing-axonserver,BSD-3-Clause,2022-05-03 22:48:32,2023-02-14 14:23:39,2023-02-14 14:23:22,19.0,,,1.0,,,,2.0,,,,2.0,2.0,,https://pypi.org/project/eventsourcing-axonserver,31.0,31.0,3.0,,,,,
290,django-package-template,https://github.com/KryptedGaming/django-package-template,,[],reusable-app-templates,Template for creating packages.,4,False,KryptedGaming/django-package-template,django-package-template,https://github.com/KryptedGaming/django-package-template,MIT,2019-11-04 18:28:55,2021-02-21 16:40:51,2021-02-21 16:40:46,13.0,,1.0,,,,3.0,1.0,2020-10-27 15:29:35,1.0,1.0,,,,https://pypi.org/project/django-package-template,4.0,4.0,3.0,,,,,
291,pca-archunit,https://github.com/pcah/pca-archunit,,[],architecture-testing,A DSL & analysis library for testing architecture of your application. Part of the python-clean-architecture project.,4,False,pcah/pca-archunit,,https://github.com/pcah/pca-archunit,MIT,2022-09-30 01:23:46,2022-12-26 00:53:22,2022-12-26 00:53:18,12.0,,,1.0,,2.0,,,,,,,,,,,,3.0,,,,,
292,django-docker-heroku-template,https://github.com/bfirsh/django-docker-heroku-template,,[],project-templates,"Get a Django app up and running in dev, test, and production with best practices in 10 minutes.",3,False,bfirsh/django-docker-heroku-template,,https://github.com/bfirsh/django-docker-heroku-template,,2020-04-01 22:14:05,2022-03-26 10:44:04,2021-12-09 03:27:59,24.0,,2.0,3.0,23.0,,1.0,36.0,,,,,,2.0,,,,3.0,,,,,
293,cookiecutter-sveetch-djangoapp,https://github.com/sveetch/cookiecutter-sveetch-djangoapp,,[],reusable-app-templates,Yet another Cookiecutter template to produce a repository to start a Django application package with Python3.,3,False,sveetch/cookiecutter-sveetch-djangoapp,,https://github.com/sveetch/cookiecutter-sveetch-djangoapp,,2020-09-21 00:04:59,2025-05-30 02:45:00,2025-05-30 02:44:12,61.0,4.0,2.0,2.0,1.0,,18.0,3.0,,,,,,,,,,3.0,,,,,
294,django-bootstrap-htmx-template-2023,https://github.com/digipodium/django-bootstrap-htmx-template-2023,,[],project-templates,"Django Website Template 2023 is a ready-to-use template for building websites using Django, Bootstrap 5, and Htmx.",0,False,digipodium/django-bootstrap-htmx-template-2023,,https://github.com/digipodium/django-bootstrap-htmx-template-2023,,2023-10-17 08:31:42,2023-10-18 08:25:02,2023-10-18 08:23:17,16.0,,,1.0,1.0,,,2.0,,,,,,2.0,,,,,,,,,
295,Squad (Software Quality Dashboard for LAVA) backend.,https://gitlab.com/Linaro/squad/squad,,[],test-automation-system,,0,False,,,,,2024-07-16 21:34:59,2024-07-16 21:34:59,,,,6.0,,,1.0,1.0,1.0,,,0.0,,,,,,,,,,,Linaro/squad/squad,https://gitlab.com/Linaro/squad/squad
296,Linaro Android Report,,,[],test-automation-system,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linaro/android-report,
